tweet,type
"India’s Minister for Power, New &amp; Renewable Energy, The Hon. @RajKSinghIndia in #Melbourne tonight, providing an update on #India’s energy future. Thank you @AusIndiaChamber &amp; @minterellison for facilitating a fascinating conversation over dinner  https://t.co/etKcUhw1qi",0
@sdcalalbhai b.... . India    #cricketstadium #Quiz #sports #academy #surat #Gujarat #Contest #ContestAlert #cricket #CricketWorldCup #WorldCup #India #BleedBlue   @sdcalalbhai Tag ❣️ @_saycute  @SaiMamta2951 @Deepak62032235 @gourav8910 @JulietSajeesh,0
@dinakaranonline Thanks to @cleanganganmcg project initiated by @narendramodi #LokSabhaElections2019 #Elections2019 #அலகாபாத்- #வாரணாசி #கங்கைநதி #பிரியங்கா #பிரசாரம்,1
"On the way to airport.

Me to Cab Driver - Aaj election hai, kisko vote doge ?.

CD - Rahul Gandhi.

Me - Why ?

CD - Coz, Modi ko harana hai.

#ElectionsWithTimes #LokSabhaElections2019 #LokSabhaElection2019 #ModiAur36Chor",1
भारत को साल 2047 में मुस्लिम राष्ट्र घोषित करने की तैयारी! पटना में गिरफ्तार आतंकियों ने किए कई खुलासे #Terrorism #Bihar #India #BaatChamparanKi  https://t.co/bLWPdvnfrx,0
#NarendraModi ji Please i have a request to you. Please take some strict action against CONGRESS n rahul gandhi. As he is just insulting Military officers n Showing lies to the whole country. #republicbharat #AmitShah #NirmalaSitharaman,1
New consciousness? Maybe he’ll find one &amp; repeal the farm laws then #FarmersProtest twitter.com/ndtv/status/14…,1
"@RahulGandhi @RahulGandhi 23/5/19 will be doomsday for @INCIndia as India has decided to #Vote for Modi Ji #LokSabhaElections2019 
#NamoAgain #PhirEkBaarModiSarkar",1
@bcchristopher @RahulGandhi 4)   Unfortunately he is fighting for the top post in Indian Government pitched against a political leader who has been 3 times CM &amp; 1 time PM  ...    #RahulGandhi     @megirish2001    #RafaleScam   #RafaleDeal   #PakdaGayaModi,1
POV: Tell me the reality of Indian Politics.  #rangbaaz #delhi #power #PoliticsLive https://t.co/PXJFBG1GtL,1
My preorder of the Razer Sphex shipped today. I`ll be paying to review it because Razer is ignoring my emails,0
kinda has a headache...,0
 ****  real sorry to hear that ma,0
_iain well my team couldn`t,0
"No actually the matter is 
Everyone thinks ki Bura lagne ka copyright sirf unke pass hi hai 
Baaki samne wale to Rahul Gandhi hain ( I mean chutiya ) #rahulgandhi #shitlife",1
"@rajeev_mp @siddaramaiah @RahulGandhi Like #BJP with Yeddy talking about ""honest"" government. #Niyat and #Honesty has disappeared from Karnataka Governance 30-40 years ago.",1
Strength and opportunity: What rupee going 'international' will mean  #India #Banking #Currency #Re   https://t.co/TYG7ZmTV0f @Dbeatlebard Via  https://t.co/JLKU7OyC4d  https://t.co/hpceuYicKG,0
"Indian Blues: American Indians and the Politics of Music, 1879–1934 (New Directions in Native American Studies Series Book 3) PVMKSWQ  https://t.co/jGPczCPj6Z https://t.co/JaBCFYnAFh",1
ওভালে তাঁর শটে আঘাত পাওয়া মেয়েটির সঙ্গে সাক্ষাৎ করলেন ভারত অধিনায়ক রোহিত শর্মা #rohitsharma #india #england #রোহিতশর্মা #ভারত #ইংল্যান্ড  https://t.co/Tp9M0hKRAl,0
@Soul83088839 Jay Shah is president of the bcci not the indian government. He should stop mixing politics with cricket and let pakistani play in the ipl and indians play in psl and allow bilateral series between india and pakistan and allow india to tour pakistan for tournaments. It's cricket,1
PM is going to inaugurate #nationalwarmuseum in Delhi today. Once again #NarendraModi ji shows his respect for our forces. My respect for my pm is getting increased day by day. #abkibaar400paar #BJP4India #MeraParivarBhajpaParivar #bjym,1
"hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",0
۲۵؍ریاستوں میں سیلاب سے ۲۱۸؍افراد کی موت،۱۸؍ندیوں میں طغیانی   https://t.co/OgbX7pv4TQ  #TheInquilabEpaper #News #NewsUpdates #India #Monsoon #MonsoonSeason #Monsoon2022,0
"Whenever I listen about @BJP4India or ""BJP""  Automatically it resonates with #Pakistan  Because   All these chintus of #BJP are living hy the name of pakistan only  They have nothing to do , vision for india  Or atleast their report card   @Tejasvi_Surya  @narendramodi",1
beach...yummy steak and catching up on `lost` with my man...lovely day,0
"2). Building relationships is critical in Indian politics. Seek out mentors and allies who can offer support and guidance, and engage in informal networking events such as parties, dinners, and cultural gatherings.",1
"@vinod_sharma @RahulGandhi @smritiirani @INCIndia @iMac_too @aakuraj @Raji_Iyer112 @RajYogi_Tweets @Suthar1_Alka 🙏🍁🙏🍁🙏

Kudos to The Master Strategists @narendramodi &amp; @AmitShah 

After availing a Breather in 2019, BHARAT VARSH is ready for a SPRINT now!! 

🙏🍁🙏🍁🙏

#VotingRound2 #LokSabhaElections2019 
#EveryVoteForModi #IndiaBoleModiDobara",1
still awake.. will get some sleep i have to drive to Fortuna early.. Red Bull will guide me,0
@narendramodi @madhusharmabjp #AayegaToModiHi #ModiHaiToVikasHai 🙏🙏🇮🇳🙏🇮🇳🙏🇮🇳  vote for #bjp  🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏👆👆👆👆👆👆👆👆👆👆👆👆,1
let us believ version onli let known world delhi indian media speak truth rest kashmiri lie half million troop station kashmir pakistan lie speak truth help hero mr modi win poll it,1
"I`ve been to Rome, Italy. I love it there. Elegance, style. Very difficult to live in Chicago. No elegance here. Sad.",0
"As we inch closer to the 2022 presidential election, here's all you need to know about the candidates and the process. (@DristiSharma19/@priyartist)  #PresidentialElections2022 #PresidentialElection #India   https://t.co/VQd978wXjc",1
_xo oh and i know brody and erin,0
"I want 2 get my nails done today, but according 2 superstition I can`t. Guess I`ll have 2 wait til tomorrow then..  off 2 French!",0
Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,0
"@shaminaaaa @divyaspandana @sushmitadevmp @MahilaCongress @RahulGandhi @INCIndia @ChitraSarwara #DivyaSpandana have you #Boycotted #Elections? Didn't vote in the #Karnataka2018 will you be voting #LokSabhaElections2019 ? A role model like you should lead the way, this encourages your followers to be responsible n #Vote",1
"Feb. 8, 1947: Indian statesman Jawaharlal Nehru (1889 - 1964) moves the resolution for an independent republic in a historic moment at the Constituent Assembly in New Delhi. (Image: Getty Images) #PoliticsNation #politics https://t.co/zzjYnIJLys",1
"@bhushankpatil12 @INCMumbai @RahulGandhi @INCIndia @geetv79 @KilaFateh @withMRCC @WithCongress Still we will vote for Modi and will request you too to join BJP after leaving this corrupt party.
Staying in Congress has only depreciated your Image.
#CongAAPBhaiBhai #NamumkinAbMumkinHai #BJP",1
Playing see you again-miley cyrus in the shop,0
Indian Main Strem Media Is Really Working for government....👀🤔  This is reality 😅 Politics me sab jayaj hai। #रोक_सको_तो_रोक_लो https://t.co/pmfb82agrK,1
Rowdy Sheets Cant Continue Where Accused Is Acquitted &amp; No Criminal Case Is Pending: Andhra Pradesh High Court . . . . . #AndhraPradesh #andhrapradeshnews #CriminalLaw #criminalcase #advocate #lawyers #india  https://t.co/CbvEDKgFrd,0
I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,0
Taco Bell With The Tramp!Yesssssir,0
" Yaay! I was supposed to go, but I missed it",0
ONE OF THE WORST DAYS OF MY LIFE.,0
What total would #England put up today against #India in the 2nd #ODI at #Lords? #CricketTwitter #ENGvIND #INDvsENG,0
 meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/,0
"‘चीन को सबक सिखाना जरूरी’, अमेरिकी सांसदों ने भारत के पक्ष में एनडीएए के संशोधन प्रस्ताव को दी हरी झंडी #China #America #India  https://t.co/e8j3HwaG6p",0
I have to go to work now.,0
I started tweeting about Cricket because I don't like politics and all but It's sad for Indian Cricket the way Gujarat lobby trying to dominate it is worst we have seen how much Cricket culture is there in 4th test 1st day got so much audience bcoz of pm  but later very less,1
@narendramodi @JM_Scindia 🙏🙏  Two power house of Indian Politics https://t.co/EHI7dqTPSq,1
"@ghosh_dn @sonaliranade In that case @nitin_gadkari should listen to the speeches of Mr @narendramodi How many times he says ""I"" in his speech is worth watching. Otherwise, BJP leaders always talk about either Mr Modi or Mr Shah. Today #BJP is out and out individualistic party.",1
Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???,0
"@ndtvfeed Absolutely no one attended his roadshow, who will throw stone. All drama to have attention. Second biggest lier of indian politics",1
Happy Monday everyone! Loving the new arrangement in my family room,0
watching SNL   yay for  hosting!  I love him,0
"@INCIndia @RahulGandhi @priyankagandhi 
10 lakh jobs &amp; employment in the #Panchayats if Congress comes in to power! #RahulGandhi #Dholpur #NYAYForEmployment #NYAYForEmpowerment #Nyay 
#CongressHaiNa 
@Supriya23bh @KumariRukshmani",1
Waiting for @theskindoctor13 ‘s comments (as always) on today’s “Masterstroke”. Just want to hear some sane comments in this Twitter-chaos. @khushbookadri  #Farmlawsrepealed #FarmersProtest,1
" Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",0
not a lonely day after all.,0
@Naina_34 @indianrailway__ @RailMinIndia @PiyushGoyal @narendramodi People of India should think about  govt's record in infrastructure dev when voting in #LokSabhaElections2019   @TheQuint @ThePrintIndia,1
"Two months ago, I became irrelevant.",0
"@PriyankKharge @ThePrintIndia Going by your own logic, you agreed that @narendramodi is a multitalented persona; VERY UNLIKE @RahulGandhi WHO CAN ONLY BETTER HIS PERFORMANCE AS #PAPPU WITH EVERY DAY PASS BY! 
And people like you will never allow #RahulGandhi to realize truth and his own persona and strength!",1
"@Shankar_Bidari @narendramodi Proud to see that #India has such brave hearts still, for whom country is first ! Praying you get the chance AGAIN to put to rest the maggots who are eating into #India fabric   #BJP  #IndianArmy",1
 please do  I`ll settle for cheap cider for meeting deadline. Have you seen our new blog at www.havealovelytime.com?,0
"@iargentum @RahulGandhi @priyankagandhi @irobertvadra @ahmedpatel @JhaSanjay @rssurjewala @priyankac19 @ShashiTharoor @KapilSibal @digvijaya_28 @sampitroda @JM_Scindia @SachinPilot @JagdishTytler1 @ghulamnazad @RajBabbarMP @OfficeOfKNath @ManishTewari @PChidambaram_IN @rnhd @INCIndia is rogue party. Its existence is contaminating the Indian Economy. India needs to get rid from these bogus quadruples #RahulGandhi #PriyankaGandhi #SoniaGandhi #RobertVadra, in order to maintain the integrity of nation.",1
#India &amp; #EU hold human rights dialogue: Joint statement  https://t.co/iLRldbDkCP,0
"@RahulGandhi Distribution of money can never be a solution. Instead we need to improve the country’s health in order to gain sustainable results. There are just temporary stitches that will either away with time.
#LokSabhaElections2019 #LokSabha2019 #LoksabhaElection #Congress #BJP #Modi",1
 I couldn`t get used to the columns in tweetdeck.  There was only room for 4 or 5 columns on my macbook.,0
ভারতে প্রথমবারের মতো মাঙ্কিপক্স রোগী শনাক্ত হয়েছে। #India #MonkeypoxVirus   https://t.co/6DSWJl0YpS,0
@RahulGandhi 1/Baba #rahulgandhi   You were sitting quite for 4.5 years and in last 2 months you want to do so many things.  Everything more than #ChowkidarNarendraModi  this make me feel that Modi has done tremendous job as you don’t have any good agenda than passing free money.,1
"Patiala House Court, on Saturday (February 2), granted interim bail to Congress president Rahul Gandhi’s brother-in-law Robert Vadra in a money laundering case registered against him by the Enforcement Directorate. 
#RobertVadra #RahulGandhi #Congress #Court #Legal",1
"I don't know why this isn't obvious to DC policy elites, and why #Biden adm keeps talking like it's a real option. #China (and #India, others) won't do this. We simply don't have the power to fine-tune oil sanctions to this extent. Other major powers also have agency here. #oott",0
"http://twitpic.com/4w67l - Im hard core, you just dont know it.",0
" MC, happy mother`s day to your mom ;).. love yah",0
"@ashutosh83B @JhaSanjay @rssurjewala @narendramodi @yadavtejashwi @RahulGandhi @AamAadmiParty @INCIndia @priyankagandhi Rahul :
Day 01 - PM Chor Hai
Day 10 - PM Chor Hai
Day 30 - PM Chor Hai
Day 90 - PM Chor Hai
Day 120- PM Chor Hai
Day 365- PM Chor Hai
Day 730- PM Chor Hai

#Modi : Tera Baap chor hai 

#RahulGandhi : Mummy see , Modi uncle is saying Bad Bad words about my dad
#RajivGandhiChorHai",1
 I`m sure  would know of more,0
"@RahulGandhi #inc #CongressMuktBharat 
Are election more important then INDIA or are you afraid of INDIAN voters.",1
#india #Krishna  https://t.co/aJe7jcztah,0
"@slbala Rishi doesn't have Indian citizenship.   He has only UK passport.  Not like Sonia.  Abdul Kalam is right in denying PM to SoGa.  Rishi became PM on his own merit, not dynasty politics",1
"Narendra Modi contesting again from Varanasi. Amit Shah from Gandhinagar, Nitin Gadkari from Nagpur, Rajnath Singh from Lucknow.  #LokSabhaElections2019",1
"@timesofindia #siddaramaiah Ji U &amp; most #INCIndia Leadership #Congress R #Educated &amp; knwo wht is #Dyslexia but for Uneducated #BJP #RSS “Dyslexia is a common learning difficulty that can cause problems with reading, writing and spelling. It's a specific learning difficulty” @RahulGandhi #ndtv",1
watching a youtube vid of  sing paranoid live   is so cute when he sings lol,0
" yeah, not meant to be",0
 and again - You`re welcome!,0
"@Raghav_Bahl @RahulGandhi #RahulGandhi's office would not have taken the risk of having any questions from an outside source.
Pretty sure they would have 'supplied' the questions. Then there would be no reason for them to ""ask"" for questions.",1
"#ChangeIsNow #INCForWomen @INCIndia #RahulGandhi @RahulGandhi 
Only 74 days...",1
happy mom`s day,0
imactoo bengalurubaba hartoshsinghb thought busi stori pakistan modi fail give prior notic save women children camp,1
"@INCIndia @HasibaAmin @RahulGandhi Student : Sir, Give inspiring speech on #NCC !

#RahulGandhi : You know, my papa had a big dream for #NCC. He sacrifice his life for #NCC. My Dadi maa also sacrifice her life. #NCC is in our blood, in our thoughts, in our dream. Bla bla bla

#RahulLovesTerrorists",1
"@RahulGandhi should have been announced #NYAYForIndia scheme/scam on this day to be on safe side incase he comes to power, as his #AprilFool gift to India #LokSabhaElections2019 😂😂",1
اب پاک فوج کے اندر بھی مضبوط اور صحت مند افسر اچانک دل کا دورہ پڑنے سے شہید ہو رہے ہیں۔۔ انا لله وانا اليه راجعون....   #ZaidHamid  #Pakistan  #PakArmy  #LabbaikGhazwaeHind   #India  #Hindutva #NCOC #vaccineinjured   https://t.co/jY0qnWMx9Z,0
"#LokSabhaElections2019 

5. Rahul &amp; Sonia Gandhi doesn't want Priyanka Vadra to debut in Electoral politics with a nose-diving defeat in #Varanasi .",1
Going to go kennel the dogs and then I am going to watch Goblet of Fire,0
"Rahul in Wayanad: Congress President Rahul Gandhi's mega road show kicks off in #Wayanad, after he filed his nomination from the seat. Priyanka Gandhi and Kerala Congress leaders also present with Rahul in open truck, greeting supporters on the streets

#LokSabhaElections2019",1
WHAT DO YOU WANT FROM ME?!  I`m awake.,0
"****, can`t sleep.  feening for cigs. i`m horrible. :X",0
"For all females,

Pls be advised that, there will be no maids for households, if Rahul Gandhi pays 6k per month to them...

 Be careful while voting.
😜😜

For males,

If no maids, then you have to work at home as well... 😇😇😇
Think wisely before voting
#LokSabhaElections2019",1
"@GulPanag @karhtigan @rwac48 Hope sikh youth and brother hood doesn’t fall into this trap, because government know punjabis always start a revolution and win it always at the moment india needs punjabis not Khalistanis, For india sake punjabis will keep on fighting. #FarmersProtest",1
2 days & 5 text messages this month,0
 https://t.co/Giu1WvKkIK @cbcnews #murder #hit #India,0
"@weilinkuang @Kanthan2030 Indian needs those border conflicts, not just with China but also with every neighbor, for domestic politics. Nationalism is one thing that can unite most of Indian people (sans the Northeast maybe), without it India will break into 5 or 6 different countries.",1
is celebrating her 21st birthday,0
judet swami peopl heatr toward modi ji come across strong forgotten year curs,1
@RahulGandhi You are the DYNAMIC LEADER OF INDIA AND INDIA'S DYNAMISM. #rahulgandhi,1
Rain. One more reason to stay snuggled beneath the duvet,0
"@indiatvnews @narendramodi @RajatSharmaLive If @RahulGandhi can give one such interview
I will remove #Chowkidar from my name &amp; will VOTE for @INCIndia for rest of my life....

#DeshKiPasandModi 
#LoksabhaElections2019 
#ModiOnIndiaTV",1
"@RahulGandhi I will vote, only if you promise that you will not be PM of our country. 😂😂😂😂 New India with New voters #ModiOnceMore #BJP  #Namo @narendramodi @BSYBJP",1
Removal of Mangalsutra by wife is mental cruelty of highest order: High Court   https://t.co/IECYh8I1Eb -via @inshorts  Going backwards instead of forwards #India,0
"Nooo, I`m not in love.  I`m just developing a crush. A small one. Heehee.  My second one. Shadduppp.",0
"Nothing Phone (1) triggers controversy in India, company clarifies  #NothingPhone #NothingPhone1 #India    https://t.co/00Lszy17fw",0
Babar Azam 🤝 Virat Kohli 🇵🇰🇮🇳  What a gesture! 💚💙  #ViratKohli #BabarAzam #India #Pakistan #CricketTwitter  https://t.co/rqkf61trBQ,0
Last 3 days of school....I`m sad but happy but anxious.....,0
"@yadavakhilesh India k ho jao phle… Cruise modi apne ghr ni le ja rha or na Kal ko BJP government jane k bad b yhi rhega… It’s indian asset, please don’t do dirty politics on that",1
#LokSabhaElections2019  result will be regional parties driven. development agenda loosing its shine against caste and creed @sardesairajdeep @RahulGandhi,1
"#humanfirst #IStandWithFarmers #FarmersProtest  ATTWADI (Terrorist) redefined ~ Dr. Harshinder Kaur, a pediatrician and a female activist (creates awareness and fights against female feticide)  youtu.be/wvqzry1PXT0",1
Who`s going out tonight? I want to go out  ****,0
"Ajay Maken resign as Delhi Congress chief, Rahul Gandhi accepts his resignation. #RahulGandhi #AjayMaken #Delhi #Congress #Indianpolitics @INCIndia @jaybhattindia @jaybhattbharat #jaybhattindia #Jaybhatt",1
"At a time of unprecedented global flux, new structures of global governance will emerge and #India is at the heart of most of these. This is a transformative moment in global politics, and in Indian #foreignpolicy aspirations: Harsh V Pant https://t.co/nHxV0YmI9D",1
"Maybe the upcoming Indian elections are #India’s very own referendum to decide if it’s a country JUST for Hindu’s (then support the #BJP &amp; chowkidar #Modi) or for everyone who’s INDIAN then support...🤔
@INCIndia @RahulGandhi 
@BJP4India @narendramodi",1
 yeah it is I feel sad tho.,0
"कन्हैयालाल हत्याकांड में बड़ा खुलासा, रियाज और गौसा का पाकिस्तान कनेक्शन सामने आया यूपी राजस्थानऔर महाराष्ट्र में स्लीपर सेस- सूत्र  #Pakistan @LaxmiUpadhyay13 #India #HindiNews  https://t.co/5aotaLTqK1",0
@rohini_sgh Shame shame #facebook  you need to be sued #farmersprotest,1
"Book your FREE tickets now, to attend our special panel debate on the INDIAN FARMERS PROTEST - Wed, 23 December 2020. 18:00 – 19:30 GMT  Book here&gt;  bit.ly/DB-IFP-panel-d…  #FarmersProtest #Indianfarmers #India #farmers #UK #debate #online https://t.co/bjk1Vxe0sC",1
"_dee yeah, i bought some when I was making those crispy waffles",0
This picture says it all #GodiMediaAgainstFarmers #FarmersProtest twitter.com/amze02/status/…,1
Salman Rushdie has a better understanding of Indian politics than entire BBC,1
Gold for India in the 10M Air rifle men's team event 🙌  #Gold #skyexch #Rifle #Sports #India #goldmedal  https://t.co/41ZQwVXJB2,0
"Q: Will priyanka contest for Loksabha Seat
@priyankagandhi : Party will decide
@INCIndia : Rahul will decide
@RahulGandhi : priyanka will decide

What a clarity

#Election2019 #GeneralElections2019 #BJP",1
Hoh G20 Ruling status Indian politics...how about your country's...!!!??? https://t.co/uZAThcy4B4 #சத்தியயுகம்,1
"@priyankac19 Arey... piche dekho piche dekho..piche toh dekho..SUJEwala, patankheda ro rahe...😘😉🌹🙏🇮🇳
Now let's expose pappu pvt ltd and let the nation know #AayegaToModiHi 
#LokSabhaElections2019 
#ModiHiAayega",1
" Sher is good. There were quite a few people that we didn`t even get to see, due to me having court and rushing to see fam.",0
Such a feel good video! Dedicated to the beautiful souls of Punjab...annadata Kisans &amp; the ones protesting in the cold Delhi streets!! “Hamein roti nahi chahiye..hamein azaadi chahiye”!! ❣️❣️ #FarmersProtest #FarmersDealTotalRepeal  twitter.com/nirraishq/stat…,1
"At the #JerusalemLeadersSummit in 2018, leaders from #America, #Europe, #India and #Israel discussed policies that would strengthen ties on the economic, trade &amp; security fronts. Today, leaders in this very same room at Waldorf Astoria affirmed key ideas.   https://t.co/jc5NgmLP5w  https://t.co/K11V5benYe",1
"At the core of it, the discussion tries to bring to light, the several strategies that #Chinese #Diplomacy has utilized, in particular with its relationship with #India. 5/6",0
"@JhaSanjay झा जी, Failure ये है👇
""#Rahul Gandhi has told the #SupremeCourt that the comment was made in the heat of campaigning.""
It is an irresponsible statement and tells you why #RahulGandhi is not just a terrible failure, an egregious embarrassment but a huge risk for Congress.",1
Woke up after about 6 hours of sleep. Feeling better now,0
@ndtv @RahulGandhi Yeah he is as they are using his picture for their target practice as they hate #NarendraModi most for what he has done.,1
thx for the tip.  how did you figure that one out?,0
"@PiyushGoyalOffc @narendramodi #ModiOnceMore #MahaGathbandhan #LokSabhaElections2019 #AbHogaNyay  @AmitShah @narendramodi @RahulGandhi @INCIndia  @BJP4India  Indian have witnessed massive growth in Electricity Production &amp; Distribution specially under @PiyushGoyal  ministry,  where as RM, He is totally failure",1
Heading south on I-95.  Jacked mess around SR 234,0
"@ArvindKejriwal @ArvindKejriwal will become so infamous for his misdeeds,corruption &amp; double speak that he will be thrown out of Indian politics.Entering politics by running against cong leaders,AK is now ready to come on a platform with them to save his corrupt leaders @msisodia @SatyendarJain",1
"I don`t dig emo **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u",0
I cant follow any1  on FollowFriday LOL u guys follow        ,0
@Ra_Bies @shubham90263221 So you r ready to curse and wish bad for @RahulGandhi and jump off your bed when someone wishes bad for sickness of Mota @AmitShah ? #Hypocrite #RahulGandhi,1
"Rahul Gandhi now has a prisoner of war to display due to Modi's war. Tables can turn very quickly in India. After all, much of this is about the upcoming Indian elections. #Pakistan #India #Kashmir #BJP #Congress",1
Gonna celebrate Mothers Day with the family but gonna start the partying tonite,0
Heartly Congratulations to @Suresh_Taware  uncle for getting the ticket for MP election. We are with you for the development of our city. #bhiwandi #LokSabhaElections2019 #BJP_भगाओ_देश_बचाओ @RahulGandhi @INCMaharashtra @INCIndia @sanjaynirupam @ZakiAnsari123,1
before being caught these two used to pretend like they are the real champions of social justice and proudly called themselves as i dont like bjp and i dont want my state party to be like bjp first go and clean up your own party bro its a kind request,1
"#marketupdate  - The Sensex was up 344.63 points or 0.65% at 53,760.78, and the Nifty was up 110.50 points or 0.69% at 16,049.20.   #News #Investonline #Sensex #Nifty #shares #RupeeVsDollar #IT #COVID19 #india",0
"#MiddayNews |   #MumbaiPolice conduct raids across city; seize 2030 e-cigarettes, 11 held   ✍🏻 @journoasifrizvi   @MumbaiPolice #MumbaiNews #CrimeNews #India #ECigarettes    https://t.co/NLXFPBQCLX",0
much could achiev india rafal aircraft pm modi,1
@RahulGandhi Enough is enough Indian politics Last stage,1
As TruckDriver every mile is a #challenge.Thats y truck drivers rely on Lawyer On The Spot for #help during their transit. A truck driver traveling from #Chattisgarh to #Kolkata was stopped by #RTO for overload #LOTS team spoke with officials to release the truck!#India #success  https://t.co/Uwlyb7AIcX,0
@realmeIndia poor quality of cable Didn't expect this from Realme. Disappointed 😐 #realme #India  https://t.co/8icAeCbKtr,0
"if we want to engage in alternative channels of pushing sikh sovereignty, or at very minimum ensuring the indian politics doesn’t spill into shared spaces + NBHDs in the diaspora, we NEED to talk to each other.  it is on our gen to make progress, not scream like the last.",1
mandeeptoronto: #Jumla_Nahin_MSP_Do #FarmersProtest twitter.com/BeingFukray/st…,1
Seeing `Love at the Club` actually made me,0
"@TausifRunning If Gandhi family were Bahujan, they would not be in the Indian pre-independence and post-independence politics anywhere!",1
" *huggles* I don`t see all the replies right away, and my boss is hovering today. And I`m feeling pissy about life",0
"@RahulGandhi If #BJP come nxt time, chowkidar ki rally hoga #bjp mei..!",1
Trying my best not to share this lovely head cold,0
 nope  but the T1i looks super sweet!,0
"@republic saw on tv news..Sonia Gandhi declares personal assets worth Rs 11.82 crore, Congress chief Rahul Gandhi owns over 15.88 crore...BUT MP CM son nakul nath declared assets more than 600+ crores...how is dis possible?? #ElectionsWithNews18 #LokSabhaElections2019 #IndiaElects",1
@RahulGandhi HA HA HA... Sure I will share this but please try to explain how would you give the money to them after they die???? #RahulGandhiPagalHai #RahulGandhi #rahulgandhichorhai,1
"Why are we surprised that Rahul Gandhi has called Jaish-e-Mohammed chief Masood Azhar Ji?
Have we forgotten that he went to JNU to support scum who paid tribute to Afzal Guru, mastermind of the attack on India's Parliament?
#RahulLovesTerrorists #RahulMasoodJiComment
#RahulGandhi",1
#UnderstandingABDM  The Healthcare Professionals Registry (HPR) is a comprehensive repository of registered &amp; verified practitioners delivering modern as well as traditional #healthcare services across #India.  Read more:  https://t.co/INZXgLkLd2  https://t.co/Lhl7xMGAKt,0
  I wish I could go. See ya at Warped for sure tho!,0
"Nation needs a pm like @RahulGandhi or @nitin_gadkari  not like a @narendramodi....🙏
#bjp #congress",1
Did a lil ✨crash course✨ on indian politics just to be able to understand this meme format and can I just say that it was worth it lmao,1
Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,0
"@RahulGandhi 3 #Obsession with “ R “

1 #Rafale    

2 #RSS 

3 #RahulGandhi 😂😂😂",1
"Respect, love and full support, brother and sister! 🙏🙏 @geertwilderspvv @NupurSharmaBJP  Satyamewa Jayate!  #GeertWilders #IsupportGeertWilders  #TheNetherlands #NupurSharma #IsupportNupurSharma  #India #JusticeForNupurSharma  https://t.co/yGBdWjnv8Q",1
 No I haven`t made my page yet.  Had to work,0
" Sweeny Todd is an awesome movie, the best",0
Because I love my job,0
" I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*",0
"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i`ll upload it later",0
Mahindra achieves ‘Safer Choice’ Award for XUV 700 @Global NCAP  https://t.co/FiRJD3SBuM  #BharatNCAP #NCAP #Cars #India #Bharat #SaferCarsForIndia #EuroNCAP #GlobalNCAP,0
You ask us for proof ?? First prove whether ur a Real Gandhi or not. Mamataji ur just a CM not the President  of India for everyone to satisfy ur ego..  first think of Kolkat developement...#SaluteOurForces #RahulGandhiPagalHai #RahulGandhi #Republic #MamtaBanerjee #FinalStrike,1
"@RahulGandhi #SmritiIrani
#sambitpatra
#shashitaroor
#NarendraModi

Assuming U fill these posts, can congress take credit for creation of jobs.  These are not job creation but fulfilling vacancies.

What's Congress road plan for Job Creation..",1
" actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack",0
"@SanjanaMohan10 Im also an Indian , don't bring religion here too..already politics are spoiled, now why Sports?",1
"Fake :
Rahul Gandhi apologizes for saying ""Chowkidar Chor Hai""

Truth: 
#RahulGandhi  apologized for saying that Supreme Court said Chowkidar Chor Hai.#RahulApologizes 😂😂",1
wants New Moon.  AHH Im going crazy.,0
@smritiirani This is how @priyankagandhi @RahulGandhi are being brought up. What else can you expect from those who can forgive the criminals of their own father &amp; innocent people. #LokSabhaElections2019,1
"Be Kind, Rewind: #Streaming Turns Five in #India:  Web Series like, #SacredGames, #Mirzapur, #InsideEdge, #Ghoul, #DelhiCrime, #MadeInHeaven, #Scam1992, #TheFamilyMan, #LustStories, #Ashram, #Tabbar, #PaatalLok, #Mai &amp; #Aarya Emerged as Genuine THREATS !!  https://t.co/MUAIrTgYzH",0
இலங்கையர்களுக்கு ஆதரவாக இந்தியாவில் உள்ள இலங்கை தூதரகத்திற்கு முன்னால் ஆர்ப்பாட்டத்தில் ஈடுபட்ட சில இந்தியர்கள் கைது  #GoHomeGota #GoHomeRanil #SriLanka #India #lka  https://t.co/VyYQFfNtr3,0
 Thx for FF  #followfriday,0
 I was going to hidden-file it and you`re thinking about youtube? SO NOTT! Lol. Hey put the phone down and more swimming,0
